"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","itsci","qualification","childunder15","childunder15work","project"
"309","codmine03705","Mazembe",2020-10-28,"Nord-Kivu",140,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","UPLC","Aléatoire","FARDC","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM"
"310","codmine03709","Viritsi",2020-10-27,"Nord-Kivu",5,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","UPLC","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM"
"311","codmine03745","Luba",2020-09-03,"Ituri",150,"Less than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine","Codeco","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets","IPIS - Madini"
"312","codmine03748","Luba",2021-09-07,"Ituri",160,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC","Quotidien",NA,NA,NA,NA,"Division des mines","FFN",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais","IPIS"
"313","codmine03753","Gû",2021-08-30,"Ituri",95,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","Police des Mines (PMH)","Plus d'une fois par semaine",NA,NA,NA,NA,"Division des mines","FFN","Chefferie","DGRPI","No traceability program","None","Observed","Creuser, Lavage, Transport des minerais","IPIS"
"314","codmine03763","Ondombe",2021-10-29,"Tshopo",38,"Less than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Chefferie",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"315","codmine03765","Belgique",2021-10-28,"Tshopo",350,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï Luc","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Concassage, Lavage, Transport des minerais, Usage du mercure, Raser les tranchées","IPIS - USAID"
"316","codmine03766","Itabile",2021-10-31,"Tshopo",250,"More than 2h walk","More than 2h walk","Or","Coltan",NA,"None observed","Observed","Maï-Maï Luc","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"317","codmine03767","Masoso",2021-11-02,"Tshopo",13,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï UPRD","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"318","codmine03768","Asegera",2021-11-03,"Tshopo",14,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Luc","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"319","codmine03769","Gbado",2021-11-01,"Tshopo",52,"Less than 2h walk","More than 2h walk","Or","Coltan",NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Secteur","ANR","No traceability program","None","None observed",NA,"IPIS - USAID"
"320","codmine03770","Kingo jaune",2021-11-02,"Tshopo",18,"Less than 2h walk","Less than 2h walk","Or","Diamant",NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"321","codmine03772","Duame",2021-11-05,"Tshopo",7,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"322","codmine03773","Rwanda",2021-11-13,"Tanganyika",26,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï Bitonto","Quotidien",NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"323","codmine03774","Kanyuki",2021-11-17,"Tanganyika",52,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"324","codmine03775","Malewa",2021-11-19,"Tanganyika",19,"More than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"325","codmine03776","Kibi",2021-11-19,"Tanganyika",100,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Bitonto","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"326","codmine03778","Byelamanza",2021-11-21,"Sud-Kivu",191,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Une fois par mois",NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"327","codmine03779","Kitulu1",2021-11-22,"Sud-Kivu",88,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","None","None observed",NA,"IPIS - USAID"
"328","codmine03780","Boma kamakangi",2021-11-23,"Sud-Kivu",500,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","None observed",NA,"IPIS - USAID"
"329","codmine03794","Makumo",2021-12-09,"Nord-Kivu",95,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï Simba","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"330","codmine03819","Rugumba",2021-11-22,"Tanganyika",104,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Plus d'une fois par semaine","Maï-Maï Apa Na Pale","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"331","codmine03825","Kanyuki/Moba1",2021-11-11,"Sud-Kivu",150,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Une fois tous les 15 jours",NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","Jaune","Observed","Creuser, Concassage, Lavage, Traiter les déchets","IPIS - USAID"
"332","codmine03832","Kakalanya/malongo",2022-01-30,"Sud-Kivu",70,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","Anti-fraude","No traceability program","None","None observed",NA,"IPIS - USAID"
"333","codmine03834","Wagila-Elila",2022-02-08,"Sud-Kivu",22,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"334","codmine03843","Union match",2022-02-12,"Nord-Kivu",35,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"OBLC (Office pour la bonne gouvernance et la lutte contre la corruption).","No traceability program","None","None observed",NA,"IPIS - USAID"
"335","codmine03844","Kakuma",2022-02-08,"Tanganyika",132,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"336","codmine03846","Kibola/Kavumba",2022-02-11,"Tanganyika",24,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"337","codmine03847","Jean-Mari/Mushindwa",2022-02-12,"Tanganyika",33,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"338","codmine03848","Camp Somida/Lukumbi",2022-02-12,"Tanganyika",24,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"339","codmine03849","Vodacom/Mushindwa",2022-02-12,"Tanganyika",40,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"340","codmine03850","Kamena/Kitwi et Kali",2022-02-14,"Tanganyika",40,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC",NA,"Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","ANR",NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"341","codmine03851","Kasoro",2022-02-19,"Tanganyika",31,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"342","codmine03852","Mabwensepi",2022-02-21,"Tanganyika",270,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours","Police Nationale Congolaise (sauf PMH)","Une fois par semaine",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"343","codmine03853","Kando",2022-02-15,"Tanganyika",30,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"None observed","None observed","FARDC","Une fois tous les 15 jours","Police Nationale Congolaise (sauf PMH)","Une fois tous les 15 jours",NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"344","codmine03854","Sumbo",2022-01-23,"Nord-Kivu",63,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï Juvenal","Une fois par mois",NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"345","codmine03855","Lusasiko",2022-01-24,"Nord-Kivu",328,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Juvenal","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Transport des minerais, Traiter les déchets","IPIS - USAID"
"346","codmine03859","Vitsange",2022-01-26,"Nord-Kivu",38,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC",NA,"Maï-Maï FPP/AP","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"347","codmine03860","Kitsanga",2022-01-26,"Nord-Kivu",102,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï FPP/AP","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"348","codmine03861","Matalyo",2022-01-26,"Nord-Kivu",65,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï FPP/AP","Une fois par mois",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"349","codmine03863","Kabanana/Lwali",2022-02-01,"Nord-Kivu",63,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"350","codmine03864","Kabasha",2022-02-03,"Nord-Kivu",138,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Juvenal","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"351","codmine03865","Pitakongo",2022-02-10,"Nord-Kivu",40,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"352","codmine03866","Kandimo",2022-02-15,"Nord-Kivu",39,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"353","codmine03867","Lybie",2022-02-15,"Nord-Kivu",65,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"354","codmine03868","Kumbu",2022-02-15,"Nord-Kivu",47,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"355","codmine03869","Runzuru",2022-02-15,"Nord-Kivu",98,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"356","codmine03870","Kaza Roho",2022-02-15,"Nord-Kivu",32,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"357","codmine03871","Makutanio",2022-02-15,"Nord-Kivu",408,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"358","codmine03872","Masukurubu",2022-02-15,"Nord-Kivu",200,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"359","codmine03873","Zua idée",2022-02-15,"Nord-Kivu",87,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"360","codmine03874","La vie",2022-02-15,"Nord-Kivu",600,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"361","codmine03875","Bikoko",2022-02-15,"Nord-Kivu",218,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"362","codmine03876","Magoagoa/Mikyota",2022-02-15,"Nord-Kivu",320,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"363","codmine03877","Mabombi",2022-02-15,"Nord-Kivu",156,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"364","codmine03878","Vumilia/Ilubo",2022-02-15,"Nord-Kivu",6000,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - USAID"
"365","codmine03879","Malezia",2022-02-16,"Nord-Kivu",47,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"366","codmine03880","Kakuka",2022-02-16,"Nord-Kivu",158,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"367","codmine03881","Sanjin",2022-02-17,"Nord-Kivu",408,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"368","codmine03882","Luveve",2022-02-18,"Nord-Kivu",200,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"369","codmine03883","Kisavadudu",2022-02-18,"Nord-Kivu",45,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"370","codmine03958","Zalya",2023-03-05,"Sud-Kivu",70,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","Maï-Maï Lwesula","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"371","codmine03966","Kwatende",2023-03-10,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Lwesula","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"372","codmine03968","Miza",2023-03-10,"Sud-Kivu",5,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Lwesula","Aléatoire",NA,NA,NA,NA,"Chefferie",NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"373","codmine03981","Mushwau Aval",2022-08-16,"Nord-Kivu",60,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"374","codmine03983","Mbemba",2022-08-16,"Nord-Kivu",45,"Less than 2h walk","Less than 2h walk","Or","Cassitérite","Coltan","None observed","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Jaune","None observed",NA,"IPIS - USAID"
"375","codmine03985","Kahira",2022-08-15,"Nord-Kivu",75,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"376","codmine03990","Lulambo",2022-08-09,"Nord-Kivu",25,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","Nyatura",NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"377","codmine03992","Lutso",2022-08-11,"Nord-Kivu",50,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"378","codmine04029","Kinkobongo/Kamushale",2022-09-06,"Sud-Kivu",300,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Jaune","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"379","codmine04030","Kitumba/Kamakongo",2022-09-07,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Jaune","Observed","Creuser, Lavage, Traiter les déchets, Usage du mercure","IPIS - USAID"
"380","codmine04031","Ndeya mulombyo",2022-09-03,"Sud-Kivu",200,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine","Police Nationale Congolaise (sauf PMH)","Plus d'une fois par semaine",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Jaune","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"381","codmine04032","Paapa",2022-09-01,"Sud-Kivu",400,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Jaune","Observed","Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"382","codmine04033","Bintidila",2022-08-30,"Sud-Kivu",180,"More than 2h walk","More than 2h walk","Or","Cassitérite",NA,"Observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Jaune","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"383","codmine04035","Milembe/Kisege/Mulolo",2022-08-21,"Sud-Kivu",400,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Vert","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"384","codmine04044","Camp Base",2022-07-01,"Ituri",605,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","ANR","Chefferie","No traceability program","None","None observed",NA,"IPIS - PDEC"
"385","codmine04053","Mambo Bado",2022-06-30,"Ituri",62,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","None","None observed",NA,"IPIS - PDEC"
"386","codmine04056","Paradis",2022-07-04,"Ituri",60,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - PDEC"
"387","codmine04068","Enva Bisengo 2",2023-02-21,"Tshopo",78,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Quotidien","Groupe armé non identifié","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Énergie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"388","codmine04069","Kentucky",2023-02-22,"Tshopo",72,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","Énergie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"389","codmine04070","Tour à Tour",2023-02-22,"Tshopo",140,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"390","codmine04071","Mapendo",2023-02-26,"Tshopo",26,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"391","codmine04073","Kakanga",2023-03-14,"Sud-Kivu",800,"More than 2h walk","More than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"392","codmine04074","Rugabano",2023-02-27,"Sud-Kivu",100,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","Ngomino","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"393","codmine04075","Karongozi",2023-03-07,"Sud-Kivu",50,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Ngomino","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"394","codmine04076","Karonge",2023-03-07,"Sud-Kivu",15,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Ngomino","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"395","codmine04077","Kalingi",2023-03-07,"Sud-Kivu",6,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Ngomino","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"396","codmine04078","Makaina",2023-02-18,"Sud-Kivu",35,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Mutetezi","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"397","codmine04079","Katenga/Kidego",2023-02-19,"Sud-Kivu",257,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï Mutetezi","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"398","codmine04080","Kigazura",2023-02-21,"Sud-Kivu",55,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Mutetezi","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
