"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","itsci","qualification","childunder15","childunder15work","project"
"32","codmine00097","Masenze",2021-06-28,"Ituri",21,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri (DGRPI)",NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - Madini"
"33","codmine00098","Mandimo 1",2021-06-27,"Ituri",15,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri (DGRPI)",NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - Madini"
"34","codmine00099","Mataha",2021-06-26,"Ituri",28,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri",NA,"No traceability program","None","Observed","Lavage","IPIS - Madini"
"35","codmine00101","Camp Base",2021-06-25,"Ituri",20,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri",NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"36","codmine00102","Mandje",2021-06-28,"Ituri",25,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines","Direction Générale des recettes provinciales d'ituri",NA,"No traceability program","None","Observed","Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - Madini"
"37","codmine00106","Mines",2021-08-15,"Ituri",850,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","FFN","Afridex","No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Usage du mercure, Dégrossir les minerais","IPIS - Madini"
"38","codmine00107","Tsatsaku",2021-08-14,"Ituri",630,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Afridex","FFN","No traceability program","None","Observed","Transport des minerais, Dégrossir le minerai avant le broyage","IPIS - Madini"
"39","codmine00111","Sandra Centre",2021-08-20,"Ituri",67,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"Division des mines","FFN","Chefferie","Police des mines","No traceability program","None","Observed","Creuser, Lavage, Transport des minerais","IPIS - Madini"
"40","codmine00112","Baluma moteur",2021-08-17,"Ituri",180,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"Division des mines","Afridex","Chefferie",NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Ramasser les minerais dans la terre à la surface","IPIS - Madini"
"41","codmine00149","Dilolo",2022-08-19,"Ituri",120,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Plus d'une fois par semaine","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets, Usage du mercure, Ramasser les pierres à la surface","IPIS - USAID"
"42","codmine00150","Vis à vis",2022-09-11,"Ituri",230,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Lavage, Usage du mercure, Ramasser les pierres en surface pour ramener au broyage","IPIS - USAID"
"43","codmine00151","Lele modi",2022-08-20,"Ituri",320,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Usage du mercure","IPIS - USAID"
"44","codmine00153","Kolwezi",2022-08-23,"Ituri",2600,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Quotidien",NA,NA,"SAEMAPE","Division des mines","Chefferie","Afridex","No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"45","codmine00154","Boma",2022-08-21,"Ituri",1500,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"46","codmine00155","Kalemie",2022-09-07,"Ituri",58,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"47","codmine00156","Confluent Wele - Aru",2022-08-23,"Ituri",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"48","codmine00157","Kpangba I",2022-08-31,"Ituri",87,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais","IPIS - USAID"
"49","codmine00158","Awu Central",2022-09-12,"Ituri",35,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","Autodéfense Zaïre","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"50","codmine00159","Uloo",2022-09-04,"Ituri",0,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","CODECO","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"51","codmine00160","Anzumu",2022-09-05,"Ituri",180,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"None observed","Observed","CODECO","Aléatoire","Autodéfense Zaïre","Quotidien",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais","IPIS - USAID"
"52","codmine00162","Shaba",2022-08-28,"Ituri",650,"Car or Motorbike","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien","Autodéfense Zaïre","Plus d'une fois par semaine","CODECO","Aléatoire",NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure, Ramasser les pierres à la surface pour ramener au broyage","IPIS - USAID"
"53","codmine00165","Yey",2022-09-11,"Ituri",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"54","codmine00166","Apodo vieux sage",2022-09-10,"Ituri",26,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais","IPIS - USAID"
"55","codmine00167","Aru chute",2022-09-11,"Ituri",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"56","codmine00177","Mangala",2021-11-21,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"57","codmine00178","Lelemia",2021-11-21,"Nord-Kivu",35,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"58","codmine00179","Gbado",2021-11-21,"Nord-Kivu",18,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"59","codmine00182","Masikilizano",2021-11-20,"Nord-Kivu",31,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"60","codmine00183","Lingitana",2021-11-23,"Nord-Kivu",27,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"61","codmine00184","Kyatembo",2021-11-23,"Nord-Kivu",35,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"62","codmine00185","Manzali",2021-11-20,"Nord-Kivu",32,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"63","codmine00187","Byaboye",2021-11-19,"Nord-Kivu",150,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"64","codmine00188","Bank",2021-11-22,"Nord-Kivu",40,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"Chefferie","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"65","codmine00189","Bulongea",2021-11-22,"Nord-Kivu",10,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"66","codmine00190","Kilonge",2021-11-25,"Nord-Kivu",25,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"67","codmine00191","Eohe",2021-11-24,"Nord-Kivu",75,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"68","codmine00193","Mwamba/Centrale",2021-12-08,"Nord-Kivu",45,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"69","codmine00201","Della",2021-12-08,"Nord-Kivu",31,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"70","codmine00203","Baobah",2021-12-07,"Nord-Kivu",11,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"71","codmine00205","Libération",2021-12-07,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"72","codmine00206","Zangalo",2021-12-07,"Nord-Kivu",50,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"73","codmine00213","Togo/Maroc",2021-12-09,"Nord-Kivu",30,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï Simba","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"74","codmine00214","Makumo/Akwele/Maboyi/Libye",2021-12-09,"Nord-Kivu",80,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï Simba","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"75","codmine00215","Mausi",2021-12-09,"Nord-Kivu",13,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï Simba","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"76","codmine00217","Lubumbashi",2021-12-09,"Nord-Kivu",50,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"77","codmine00219","Vatican/Kazana",2021-12-08,"Nord-Kivu",32,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"78","codmine00223","Mabanga",2021-11-26,"Nord-Kivu",25,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"79","codmine00224","Mangazi",2021-11-26,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"80","codmine00225","Elowa",2021-11-27,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"81","codmine00226","Lenda",2021-11-27,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"82","codmine00227","Manjee/Etea/Bantebiye",2021-11-27,"Nord-Kivu",10,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"83","codmine00228","Kigali",2021-11-27,"Nord-Kivu",120,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"84","codmine00229","Etaito/Amérique",2021-11-30,"Nord-Kivu",0,"No data","No data","Wolframite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"85","codmine00230","Monde Arabe",2021-12-01,"Nord-Kivu",0,"No data","No data","Wolframite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"86","codmine00232","Sendula",2021-12-01,"Nord-Kivu",0,"No data","No data","Wolframite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"87","codmine00233","Melia",2021-12-01,"Nord-Kivu",16,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"Division des mines",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"88","codmine00235","Paris soir",2021-12-01,"Nord-Kivu",0,"No data","No data","Wolframite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"89","codmine00236","Bulongo",2021-12-02,"Nord-Kivu",15,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"90","codmine00239","Lima",2021-11-17,"Nord-Kivu",60,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"91","codmine00257","Kibahuta",2022-01-26,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"92","codmine00258","Kyunamo",2022-01-26,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"93","codmine00259","Kyambambwe",2022-02-16,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"94","codmine00260","Kiviri/Tayna",2022-02-16,"Nord-Kivu",78,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Une fois par mois",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"95","codmine00261","Likuka",2022-02-16,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"96","codmine00262","Muhanga/Videndo",2022-02-16,"Nord-Kivu",50,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"97","codmine00263","Musigha",2022-02-12,"Nord-Kivu",12,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"98","codmine00264","Vunzengenere",2022-02-12,"Nord-Kivu",3500,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","Maï-Maï FPP/AP","Quotidien","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Creuser sous terre","IPIS - USAID"
"99","codmine00265","Lutungulu",2022-02-11,"Nord-Kivu",60,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï FPP/AP",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"100","codmine00266","Ndihira/Kitsombiro",2022-02-19,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"101","codmine00267","Luate/Kagheri",2022-01-25,"Nord-Kivu",100,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"102","codmine00271","Betlehem / Kyondo",2022-01-23,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"103","codmine00273","Kamasavu",2022-02-02,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"104","codmine00276","Kavukembe",2022-02-02,"Nord-Kivu",28,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Juvenal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"105","codmine00278","Kamunyonge",2022-02-02,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"106","codmine00279","Katendere",2022-02-02,"Nord-Kivu",85,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï Juvenal","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"107","codmine00281","Mambasi",2022-02-02,"Nord-Kivu",70,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï Juvenal","Une fois par mois",NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"108","codmine00282","Kanaana",2022-02-02,"Nord-Kivu",78,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"109","codmine00283","Gomora",2022-02-03,"Nord-Kivu",96,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Maï-Maï Juvenal","Aléatoire",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"110","codmine00284","Mayombiyo",2022-02-03,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"111","codmine00285","Vundande",2022-02-03,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"112","codmine00288","Mununze",2020-10-22,"Nord-Kivu",60,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM"
"113","codmine00290","Kiboto",2020-10-30,"Nord-Kivu",75,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Aléatoire","UPLC","Une fois par mois",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - IOM"
"114","codmine00291","Turura/Mabalakwa",2020-10-27,"Nord-Kivu",38,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"Division des mines","SAEMAPE",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM"
"115","codmine00299","Rubonga/Buhimba",2022-08-17,"Nord-Kivu",95,"More than 2h walk","More than 2h walk","Cassitérite","Coltan","Or","None observed","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"116","codmine00300","Bishasha",2021-10-09,"Nord-Kivu",20,"Less than 2h walk","Less than 2h walk","Wolframite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","Jaune","None observed",NA,"IPIS - USAID"
"117","codmine00303","Kamatale",2021-10-11,"Nord-Kivu",200,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","Observed","Creuser sous terre, Lavage","IPIS - USAID"
"118","codmine00314","Mufunzi/Rutarishongo",2021-10-10,"Nord-Kivu",16,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"119","codmine00320","D6 Mufunzi",2021-10-09,"Nord-Kivu",40,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"120","codmine00325","Kinchimba",2023-03-23,"Nord-Kivu",13,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"121","codmine00326","Matungu",2023-03-22,"Nord-Kivu",250,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien","NDC-R","Quotidien",NA,NA,"SAEMAPE","DGI",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"122","codmine00328","Nyakarima",2023-03-25,"Nord-Kivu",50,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","NDC-R","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"123","codmine00329","Gbadolite",2023-03-20,"Nord-Kivu",12,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"124","codmine00330","Nyamungazi",2023-03-24,"Nord-Kivu",16,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"125","codmine00331","Bukacha",2023-03-11,"Nord-Kivu",120,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien","NDC-R","Quotidien",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"126","codmine00332","Munjuli",2023-03-12,"Nord-Kivu",75,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets","IPIS - USAID"
"127","codmine00333","Kasara",2023-03-15,"Nord-Kivu",23,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","NDC-R","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"128","codmine00334","Katuonane",2023-03-15,"Nord-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"129","codmine00335","Mafofoki1",2023-03-13,"Nord-Kivu",1,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","NDC-R","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
